Record date,Type of crop,Grade,Ktonnes,Region,Global_region,Destination
31/12/2020,Wheat,OTHER,11,Vancouver,Asia,Japan
31/12/2020,Wheat,OTHER,48.9,Vancouver,Western Hemisphere,Chile
31/12/2020,Wheat,OTHER,5.3,Vancouver,Western Hemisphere,Colombia
31/12/2020,Wheat,OTHER,21.9,Prince Rupert,Asia,Japan
31/12/2020,Wheat,OTHER,16.5,Thunder Bay,Western Hemisphere,Colombia
31/12/2020,Wheat,OTHER,15.6,St. Lawrence,Western Hemisphere,Dominican Republic
31/12/2020,Wheat,No.1 CW AD,22.5,Vancouver,Western Europe,Italy
31/12/2020,Wheat,No.1 CW AD,30.3,Churchill,Africa,Morocco
31/12/2020,Wheat,No.1 CW AD,10.3,Thunder Bay,Africa,Algeria
31/12/2020,Wheat,No.1 CW AD,8,Thunder Bay,Africa,Libya
31/12/2020,Wheat,No.1 CW AD,19.6,Thunder Bay,Africa,Morocco
31/12/2020,Wheat,No.1 CW AD,8.1,St. Lawrence,Africa,Libya
31/12/2020,Wheat,No.1 CW AD,14,St. Lawrence,Africa,Mauritania
31/12/2020,Wheat,No.1 CW AD,36.6,St. Lawrence,Africa,Morocco
31/12/2020,Wheat,No.2 CW AD,3,Vancouver,Africa,Egypt
31/12/2020,Wheat,No.2 CW AD,27.6,Vancouver,Africa,Morocco
31/12/2020,Wheat,No.2 CW AD,7.7,Vancouver,Asia,Indonesia
31/12/2020,Wheat,No.2 CW AD,36.3,Vancouver,Asia,Japan
31/12/2020,Wheat,No.2 CW AD,18.7,Vancouver,Western Hemisphere,Peru
31/12/2020,Wheat,No.2 CW AD,32,Churchill,Africa,Morocco
31/12/2020,Wheat,No.2 CW AD,10.3,St. Lawrence,Western Europe,Italy
31/12/2020,Wheat,No.2 CW AD,13.2,St. Lawrence,Africa,Nigeria
31/12/2020,Wheat,No.2 CW AD,27.5,St. Lawrence,Africa,Tunisia
31/12/2020,Wheat,No.3 CW AD,52.4,Vancouver,Western Europe,Belgium
31/12/2020,Wheat,No.3 CW AD,40.7,Vancouver,Western Europe,Italy
31/12/2020,Wheat,No.3 CW AD,33.4,Churchill,Asia,Turkey
31/12/2020,Wheat,No.3 CW AD,19.2,Thunder Bay,Western Europe,Belgium
31/12/2020,Wheat,No.3 CW AD,36.5,Thunder Bay,Western Europe,Italy
31/12/2020,Wheat,No.3 CW AD,19,Thunder Bay,Africa,Tunisia
31/12/2020,Wheat,No.3 CW AD,69.5,St. Lawrence,Western Europe,Italy
31/12/2020,Wheat,OTHER,12.7,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Wheat,OTHER,10.5,Thunder Bay,Western Europe,Italy
31/12/2020,Wheat,OTHER,3,St. Lawrence,Western Europe,Italy
31/12/2020,Oats,No.2 CW,41.7,Vancouver,Western Hemisphere,Chile
31/12/2020,Oats,No.2 CW,10.9,Vancouver,Western Hemisphere,Colombia
31/12/2020,Oats,No.2 CW,21.4,Thunder Bay,Western Hemisphere,United States
31/12/2020,Oats,OTHER,1.1,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Oats,OTHER,153.9,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Oats,OTHER,7.4,Vancouver,Asia,United Arab Emirates
31/12/2020,Oats,OTHER,12.6,Vancouver,Western Hemisphere,Chile
31/12/2020,Oats,OTHER,30.8,Vancouver,Western Hemisphere,Mexico
31/12/2020,Barley,No.2 CW,29.3,Vancouver,Asia,China P.R.
31/12/2020,Barley,OTHER,5.2,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Barley,OTHER,347.9,Vancouver,Asia,China P.R.
31/12/2020,Barley,OTHER,92.5,Prince Rupert,Asia,China P.R.
31/12/2020,Barley,OTHER,22.5,Prince Rupert,Asia,Japan
31/12/2020,Rye,OTHER,4.3,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Flaxseed,OTHER,0.5,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Flaxseed,OTHER,9.2,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Flaxseed,OTHER,6.9,Thunder Bay,Western Europe,Belgium
31/12/2020,Canola,No.1 CANADA,59.7,Vancouver,Western Europe,Belgium
31/12/2020,Canola,No.1 CANADA,89.7,Vancouver,Western Europe,Netherlands
31/12/2020,Canola,No.1 CANADA,288.5,Vancouver,Asia,China P.R.
31/12/2020,Canola,No.1 CANADA,24.8,Vancouver,Asia,Indonesia
31/12/2020,Canola,No.1 CANADA,238.5,Vancouver,Asia,Japan
31/12/2020,Canola,No.1 CANADA,73.9,Vancouver,Asia,Pakistan
31/12/2020,Canola,No.1 CANADA,159.9,Vancouver,Asia,United Arab Emirates
31/12/2020,Canola,No.1 CANADA,15,Vancouver,Western Hemisphere,Chile
31/12/2020,Canola,No.1 CANADA,46.6,Vancouver,Western Hemisphere,Mexico
31/12/2020,Canola,No.1 CANADA,64.3,Prince Rupert,Asia,Pakistan
31/12/2020,Canola,No.1 CANADA,38.8,Thunder Bay,Western Europe,Belgium
31/12/2020,Canola,No.1 CANADA,22.7,Thunder Bay,Western Europe,France
31/12/2020,Canola,No.1 CANADA,21.3,Thunder Bay,Western Europe,Germany
31/12/2020,Canola,No.1 CANADA,10.2,Thunder Bay,Western Europe,Netherlands
31/12/2020,Canola,No.1 CANADA,41.9,St. Lawrence,Western Europe,France
31/12/2020,Canola,OTHER,10.2,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Canola,OTHER,22.8,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Canola,OTHER,65.6,Vancouver,Asia,China P.R.
31/12/2020,Sunflower seed,OTHER,0.4,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Soybeans,No.2 CANADA,21.1,Bay & Lakes,Western Europe,Belgium
31/12/2020,Soybeans,No.2 CANADA,19.2,Bay & Lakes,Western Europe,France
31/12/2020,Soybeans,No.2 CANADA,44.3,Bay & Lakes,Western Europe,Italy
31/12/2020,Soybeans,No.2 CANADA,43.3,Bay & Lakes,Western Europe,Netherlands
31/12/2020,Soybeans,No.2 CANADA,20.7,Bay & Lakes,Western Europe,Spain
31/12/2020,Soybeans,No.2 CANADA,10.5,St. Lawrence,Western Europe,Belgium
31/12/2020,Soybeans,No.2 CANADA,9.5,St. Lawrence,Western Europe,France
31/12/2020,Soybeans,No.2 CANADA,38.3,St. Lawrence,Western Europe,Italy
31/12/2020,Soybeans,No.2 CANADA,73.9,St. Lawrence,Western Europe,Netherlands
31/12/2020,Soybeans,No.2 CANADA,107.7,St. Lawrence,Africa,Algeria
31/12/2020,Soybeans,No.2 CANADA,117.5,St. Lawrence,Asia,Bangladesh
31/12/2020,Soybeans,No.2 CANADA,165.3,St. Lawrence,Asia,Iran
31/12/2020,Soybeans,No.2 CANADA,33,St. Lawrence,Asia,Israel
31/12/2020,Soybeans,No.2 CANADA,33,St. Lawrence,Asia,Turkey
31/12/2020,Soybeans,OTHER,1.8,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Soybeans,OTHER,40.5,Bay & Lakes,Western Europe,Belgium
31/12/2020,Soybeans,OTHER,19.3,Bay & Lakes,Western Europe,Italy
31/12/2020,Peas,All grades combined,4.3,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Peas,All grades combined,38.7,Vancouver,Asia,Bangladesh
31/12/2020,Peas,All grades combined,279.5,Vancouver,Asia,China P.R.
31/12/2020,Peas,All grades combined,20.4,Vancouver,Western Hemisphere,Cuba
31/12/2020,Corn,No.3 CE,12.7,Bay & Lakes,Western Europe,Ireland
31/12/2020,Corn,OTHER,18.6,Bay & Lakes,Western Europe,Ireland
31/12/2020,Canary seed,OTHER,0.8,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Canary seed,OTHER,2.5,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Mustard seed,OTHER,1.2,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Lentils,No.2 CANADA,34.2,Vancouver,Africa,Egypt
31/12/2020,Lentils,No.2 CANADA,58.8,Vancouver,Asia,Bangladesh
31/12/2020,Lentils,No.2 CANADA,58.8,Vancouver,Asia,India
31/12/2020,Lentils,No.2 CANADA,41.9,Vancouver,Asia,United Arab Emirates
31/12/2020,Lentils,OTHER,0.6,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Lentils,OTHER,2.4,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Lentils,OTHER,11,St. Lawrence,Asia,Turkey
31/12/2020,Chick peas,OTHER,0.4,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Wheat,No.1 CW RS,71.3,Vancouver,Asia,Japan
31/12/2020,Wheat,No.1 CW RS,9.1,Prince Rupert,Asia,Indonesia
31/12/2020,Wheat,No.1 CW RS,8.7,St. Lawrence,Western Europe,Italy
31/12/2020,Wheat,No.1 CW RW,7.6,Thunder Bay,Western Hemisphere,United States
31/12/2020,Wheat,No.2 CE,0,Bay & Lakes,Western Hemisphere,United States
31/12/2020,Wheat,No.2 CE,14.4,St. Lawrence,Western Hemisphere,Dominican Republic
31/12/2020,Wheat,No.2 CE,8.8,St. Lawrence,Western Hemisphere,Ecuador
31/12/2020,Wheat,No.2 CE,22.5,St. Lawrence,Western Hemisphere,Peru
31/12/2020,Wheat,No.2 CE,8.7,St. Lawrence,Western Hemisphere,Venezuela
31/12/2020,Wheat,No.2 CW RS,11,Vancouver,Western Europe,Italy
31/12/2020,Wheat,No.2 CW RS,136.5,Vancouver,Asia,China P.R.
31/12/2020,Wheat,No.2 CW RS,166.7,Vancouver,Asia,Indonesia
31/12/2020,Wheat,No.2 CW RS,12.1,Vancouver,Asia,Kuwait
31/12/2020,Wheat,No.2 CW RS,15,Vancouver,Asia,Malaysia
31/12/2020,Wheat,No.2 CW RS,47.3,Vancouver,Asia,South Korea
31/12/2020,Wheat,No.2 CW RS,21.6,Vancouver,Asia,Sri Lanka
31/12/2020,Wheat,No.2 CW RS,52.7,Vancouver,Asia,Thailand
31/12/2020,Wheat,No.2 CW RS,11,Vancouver,Asia,United Arab Emirates
31/12/2020,Wheat,No.2 CW RS,53.9,Vancouver,Western Hemisphere,Colombia
31/12/2020,Wheat,No.2 CW RS,7.2,Vancouver,Western Hemisphere,Costa Rica
31/12/2020,Wheat,No.2 CW RS,75.9,Vancouver,Western Hemisphere,Ecuador
31/12/2020,Wheat,No.2 CW RS,17.6,Vancouver,Western Hemisphere,Peru
31/12/2020,Wheat,No.2 CW RS,54.3,Prince Rupert,Asia,Bangladesh
31/12/2020,Wheat,No.2 CW RS,16.5,Prince Rupert,Asia,Indonesia
31/12/2020,Wheat,No.2 CW RS,24.5,Prince Rupert,Asia,Sri Lanka
31/12/2020,Wheat,No.2 CW RS,7.6,Prince Rupert,Western Hemisphere,Chile
31/12/2020,Wheat,No.2 CW RS,91.2,Prince Rupert,Western Hemisphere,Peru
31/12/2020,Wheat,No.2 CW RS,11,Thunder Bay,Western Europe,Italy
31/12/2020,Wheat,No.2 CW RS,12.2,Thunder Bay,Western Europe,Portugal
31/12/2020,Wheat,No.2 CW RS,10,St. Lawrence,Africa,Cameroon
31/12/2020,Wheat,No.2 CW RS,2.5,St. Lawrence,Africa,Gabon
31/12/2020,Wheat,No.2 CW RS,16,St. Lawrence,Africa,Ghana
31/12/2020,Wheat,No.2 CW RS,137.5,St. Lawrence,Africa,Nigeria
31/12/2020,Wheat,No.2 CW RS,7.4,St. Lawrence,Africa,Senegal
31/12/2020,Wheat,No.2 CW RS,5,St. Lawrence,Africa,Togo
31/12/2020,Wheat,No.2 CW RS,8.4,St. Lawrence,Western Hemisphere,Dominican Republic
31/12/2020,Wheat,No.2 CW RS,31,St. Lawrence,Western Hemisphere,Venezuela
31/12/2020,Wheat,OTHER,10.6,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Wheat,OTHER,35.6,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Wheat,OTHER,68.3,Vancouver,Asia,China P.R.
31/12/2020,Wheat,OTHER,50,Vancouver,Asia,Sri Lanka
31/12/2020,Wheat,OTHER,34.5,Vancouver,Western Hemisphere,Colombia
31/12/2020,Wheat,OTHER,11.1,Vancouver,Western Hemisphere,Costa Rica
31/12/2020,Wheat,OTHER,22.1,Vancouver,Western Hemisphere,Ecuador
31/12/2020,Wheat,OTHER,48.8,Vancouver,Western Hemisphere,Peru
31/12/2020,Wheat,OTHER,39.7,Prince Rupert,Western Hemisphere,Chile
31/12/2020,Wheat,OTHER,19.6,Prince Rupert,Western Hemisphere,Peru
31/12/2020,Wheat,OTHER,12.6,Thunder Bay,Western Europe,United Kingdom
31/12/2020,Wheat,OTHER,9.7,St. Lawrence,Western Hemisphere,Dominican Republic
31/12/2020,Wheat,No.1 CW AD,43.9,Vancouver,Western Europe,Italy
31/12/2020,Wheat,No.1 CW AD,66,Vancouver,Africa,Morocco
31/12/2020,Wheat,No.1 CW AD,9.7,Vancouver,Western Hemisphere,Costa Rica
31/12/2020,Wheat,No.1 CW AD,13.9,Thunder Bay,Western Europe,Italy
31/12/2020,Wheat,No.1 CW AD,19.4,Thunder Bay,Eastern Europe,Latvia
31/12/2020,Wheat,No.1 CW AD,9.9,Thunder Bay,Africa,Algeria
31/12/2020,Wheat,No.1 CW AD,40.4,St. Lawrence,Western Europe,Italy
31/12/2020,Wheat,No.1 CW AD,1.1,St. Lawrence,Western Hemisphere,Peru
31/12/2020,Wheat,No.1 CW AD,16.6,St. Lawrence,Western Hemisphere,Venezuela
31/12/2020,Wheat,No.2 CW AD,22.4,Vancouver,Africa,Morocco
31/12/2020,Wheat,No.2 CW AD,7,Vancouver,Asia,Japan
31/12/2020,Wheat,No.2 CW AD,43.6,Vancouver,Asia,United Arab Emirates
31/12/2020,Wheat,No.2 CW AD,3.3,Vancouver,Western Hemisphere,Colombia
31/12/2020,Wheat,No.2 CW AD,4.2,Vancouver,Western Hemisphere,Guatemala
31/12/2020,Wheat,No.2 CW AD,14,Thunder Bay,Africa,Algeria
31/12/2020,Wheat,No.2 CW AD,19,Thunder Bay,Africa,Morocco
31/12/2020,Wheat,No.2 CW AD,8.1,St. Lawrence,Africa,Morocco
31/12/2020,Wheat,No.2 CW AD,12.8,St. Lawrence,Africa,Nigeria
31/12/2020,Wheat,No.2 CW AD,27.5,St. Lawrence,Africa,Tunisia
31/12/2020,Wheat,No.2 CW AD,1.7,St. Lawrence,Western Hemisphere,Ecuador
31/12/2020,Wheat,No.3 CW AD,139.9,Vancouver,Western Europe,Italy
31/12/2020,Wheat,No.3 CW AD,28.8,Vancouver,Asia,Turkey
31/12/2020,Wheat,No.3 CW AD,21.9,Thunder Bay,Western Europe,Belgium
31/12/2020,Wheat,No.3 CW AD,39,Thunder Bay,Western Europe,Italy
31/12/2020,Wheat,No.3 CW AD,138.6,St. Lawrence,Western Europe,Italy
31/12/2020,Wheat,No.3 CW AD,27.5,St. Lawrence,Africa,Tunisia
31/12/2020,Wheat,OTHER,11.8,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Oats,No.1 CW,8.7,Vancouver,Western Hemisphere,Chile
31/12/2020,Oats,No.2 CW,7.1,Vancouver,Western Hemisphere,Colombia
31/12/2020,Oats,No.2 CW,8.8,Vancouver,Western Hemisphere,Mexico
31/12/2020,Oats,No.2 CW,20,Thunder Bay,Western Hemisphere,United States
31/12/2020,Oats,OTHER,1.8,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Oats,OTHER,118.7,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Oats,OTHER,22,Vancouver,Western Hemisphere,Chile
31/12/2020,Barley,No.2 CW,96.5,Vancouver,Asia,China P.R.
31/12/2020,Barley,OTHER,5.9,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Barley,OTHER,207.2,Vancouver,Asia,China P.R.
31/12/2020,Barley,OTHER,8.9,Vancouver,Asia,Japan
31/12/2020,Barley,OTHER,91.5,Prince Rupert,Asia,China P.R.
31/12/2020,Rye,OTHER,6.3,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Flaxseed,No.1 CW,13.9,Thunder Bay,Western Europe,Belgium
31/12/2020,Flaxseed,OTHER,0.8,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Flaxseed,OTHER,4.9,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Flaxseed,OTHER,3.2,Vancouver,Asia,China P.R.
31/12/2020,Flaxseed,OTHER,7.1,Thunder Bay,Western Europe,Italy
31/12/2020,Canola,No.1 CANADA,176.9,Vancouver,Western Europe,France
31/12/2020,Canola,No.1 CANADA,30.3,Vancouver,Western Europe,Netherlands
31/12/2020,Canola,No.1 CANADA,146,Vancouver,Asia,China P.R.
31/12/2020,Canola,No.1 CANADA,223.2,Vancouver,Asia,Japan
31/12/2020,Canola,No.1 CANADA,172.3,Vancouver,Asia,United Arab Emirates
31/12/2020,Canola,No.1 CANADA,48.2,Vancouver,Western Hemisphere,Mexico
31/12/2020,Canola,No.1 CANADA,79.8,Prince Rupert,Western Hemisphere,Mexico
31/12/2020,Canola,No.1 CANADA,72.3,Thunder Bay,Western Europe,France
31/12/2020,Canola,No.1 CANADA,40.5,Thunder Bay,Western Europe,Germany
31/12/2020,Canola,No.1 CANADA,23.5,Thunder Bay,Western Europe,Portugal
31/12/2020,Canola,No.1 CANADA,47.6,St. Lawrence,Western Europe,France
31/12/2020,Canola,No.1 CANADA,22.6,St. Lawrence,Western Hemisphere,Mexico
31/12/2020,Canola,No.2 CANADA,5.3,Vancouver,Asia,Japan
31/12/2020,Canola,OTHER,24.5,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Canola,OTHER,51.8,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Canola,OTHER,96.9,Vancouver,Asia,China P.R.
31/12/2020,Sunflower seed,OTHER,1.3,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Soybeans,No.2 CANADA,69.3,Vancouver,Asia,China P.R.
31/12/2020,Soybeans,No.2 CANADA,23.5,Bay & Lakes,Western Europe,Belgium
31/12/2020,Soybeans,No.2 CANADA,19.2,Bay & Lakes,Western Europe,Greece
31/12/2020,Soybeans,No.2 CANADA,21.1,Bay & Lakes,Western Europe,Italy
31/12/2020,Soybeans,No.2 CANADA,21.3,Bay & Lakes,Western Europe,Norway
31/12/2020,Soybeans,No.2 CANADA,30.3,Bay & Lakes,Western Europe,Spain
31/12/2020,Soybeans,No.2 CANADA,11,St. Lawrence,Western Europe,France
31/12/2020,Soybeans,No.2 CANADA,59.6,St. Lawrence,Western Europe,Germany
31/12/2020,Soybeans,No.2 CANADA,70.1,St. Lawrence,Western Europe,Italy
31/12/2020,Soybeans,No.2 CANADA,91.6,St. Lawrence,Western Europe,Netherlands
31/12/2020,Soybeans,No.2 CANADA,8.1,St. Lawrence,Western Europe,Norway
31/12/2020,Soybeans,No.2 CANADA,71.5,St. Lawrence,Western Europe,Portugal
31/12/2020,Soybeans,No.2 CANADA,66,St. Lawrence,Western Europe,United Kingdom
31/12/2020,Soybeans,No.2 CANADA,76.1,St. Lawrence,Africa,Algeria
31/12/2020,Soybeans,No.2 CANADA,59.8,St. Lawrence,Asia,Bangladesh
31/12/2020,Soybeans,No.2 CANADA,74.4,St. Lawrence,Asia,Iran
31/12/2020,Soybeans,No.2 CANADA,66,St. Lawrence,Asia,Turkey
31/12/2020,Soybeans,No.2 CANADA,4,St. Lawrence,Western Hemisphere,Cuba
31/12/2020,Soybeans,OTHER,2.2,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Soybeans,OTHER,28,Bay & Lakes,Western Europe,Belgium
31/12/2020,Soybeans,OTHER,40.3,Bay & Lakes,Western Europe,Italy
31/12/2020,Peas,All grades combined,0,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Peas,All grades combined,2.6,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Peas,All grades combined,58,Vancouver,Asia,Bangladesh
31/12/2020,Peas,All grades combined,89.1,Vancouver,Asia,China P.R.
31/12/2020,Corn,No.3 CE,40.4,Bay & Lakes,Western Europe,Ireland
31/12/2020,Corn,No.3 CE,16.3,Bay & Lakes,Western Europe,United Kingdom
31/12/2020,Corn,OTHER,0,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Corn,OTHER,86.3,Bay & Lakes,Western Europe,Ireland
31/12/2020,Canary seed,OTHER,0.8,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Canary seed,OTHER,2.4,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Mustard seed,OTHER,1.9,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Lentils,No.2 CANADA,45.1,Vancouver,Asia,Bangladesh
31/12/2020,Lentils,No.2 CANADA,13,Vancouver,Asia,United Arab Emirates
31/12/2020,Lentils,OTHER,0.8,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Lentils,OTHER,5.2,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Chick peas,OTHER,0.8,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Wheat,No.1 CW RS,139.9,Vancouver,Asia,Japan
31/12/2020,Wheat,No.1 CW RS,26.6,Prince Rupert,Asia,Japan
31/12/2020,Wheat,No.2 CE,22.3,Bay & Lakes,Western Hemisphere,United States
31/12/2020,Wheat,No.2 CE,12.2,St. Lawrence,Africa,Nigeria
31/12/2020,Wheat,No.2 CE,5.3,St. Lawrence,Western Hemisphere,Dominican Republic
31/12/2020,Wheat,No.2 CW RS,87.9,Vancouver,Asia,Bangladesh
31/12/2020,Wheat,No.2 CW RS,240.7,Vancouver,Asia,China P.R.
31/12/2020,Wheat,No.2 CW RS,93.2,Vancouver,Asia,Indonesia
31/12/2020,Wheat,No.2 CW RS,22.2,Vancouver,Asia,Malaysia
31/12/2020,Wheat,No.2 CW RS,46.6,Vancouver,Western Hemisphere,Colombia
31/12/2020,Wheat,No.2 CW RS,5.6,Vancouver,Western Hemisphere,Costa Rica
31/12/2020,Wheat,No.2 CW RS,9.3,Vancouver,Western Hemisphere,El Salvador
31/12/2020,Wheat,No.2 CW RS,14,Vancouver,Western Hemisphere,Guatemala
31/12/2020,Wheat,No.2 CW RS,38.5,Vancouver,Western Hemisphere,Peru
31/12/2020,Wheat,No.2 CW RS,53,Prince Rupert,Africa,Mozambique
31/12/2020,Wheat,No.2 CW RS,65.6,Prince Rupert,Asia,China P.R.
31/12/2020,Wheat,No.2 CW RS,52.6,Prince Rupert,Asia,Indonesia
31/12/2020,Wheat,No.2 CW RS,20,Prince Rupert,Western Hemisphere,Colombia
31/12/2020,Wheat,No.2 CW RS,19.5,Prince Rupert,Western Hemisphere,Ecuador
31/12/2020,Wheat,No.2 CW RS,10,Prince Rupert,Western Hemisphere,Peru
31/12/2020,Wheat,No.2 CW RS,4.4,Thunder Bay,Western Europe,Portugal
31/12/2020,Wheat,No.2 CW RS,9,Thunder Bay,Western Europe,United Kingdom
31/12/2020,Wheat,No.2 CW RS,20.4,Thunder Bay,Africa,Nigeria
31/12/2020,Wheat,No.2 CW RS,23.9,Thunder Bay,Western Hemisphere,Dominican Republic
31/12/2020,Wheat,No.2 CW RS,22.7,St. Lawrence,Western Europe,Italy
31/12/2020,Wheat,No.2 CW RS,39.1,St. Lawrence,Western Europe,United Kingdom
31/12/2020,Wheat,No.2 CW RS,22,St. Lawrence,Africa,Ghana
31/12/2020,Wheat,No.2 CW RS,55.4,St. Lawrence,Africa,Nigeria
31/12/2020,Wheat,No.2 CW RS,14.8,St. Lawrence,Western Hemisphere,Colombia
31/12/2020,Wheat,No.2 CW RS,19.8,St. Lawrence,Western Hemisphere,Dominican Republic
31/12/2020,Wheat,No.2 CW RS,13.2,St. Lawrence,Western Hemisphere,Haiti
31/12/2020,Wheat,No.2 CW RS,38.5,St. Lawrence,Western Hemisphere,Mexico
31/12/2020,Wheat,OTHER,30.3,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Wheat,OTHER,12.9,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Wheat,OTHER,68.3,Vancouver,Asia,China P.R.
31/12/2020,Wheat,OTHER,14.6,Vancouver,Western Hemisphere,Colombia
31/12/2020,Wheat,OTHER,4.9,Vancouver,Western Hemisphere,Costa Rica
31/12/2020,Wheat,OTHER,66.1,Vancouver,Western Hemisphere,Peru
31/12/2020,Wheat,OTHER,57.2,Prince Rupert,Asia,Indonesia
31/12/2020,Wheat,OTHER,38.1,Prince Rupert,Western Hemisphere,Guatemala
31/12/2020,Wheat,OTHER,24.2,Prince Rupert,Western Hemisphere,Peru
31/12/2020,Wheat,OTHER,16.6,Thunder Bay,Western Hemisphere,Dominican Republic
31/12/2020,Wheat,OTHER,26.3,St. Lawrence,Western Europe,United Kingdom
31/12/2020,Wheat,OTHER,16.8,St. Lawrence,Western Hemisphere,Colombia
31/12/2020,Wheat,OTHER,11.2,St. Lawrence,Western Hemisphere,Dominican Republic
31/12/2020,Wheat,No.1 CW AD,98.9,Vancouver,Africa,Morocco
31/12/2020,Wheat,No.1 CW AD,12.9,Vancouver,Western Hemisphere,Peru
31/12/2020,Wheat,No.1 CW AD,28.3,Thunder Bay,Western Europe,Belgium
31/12/2020,Wheat,No.1 CW AD,42.4,Thunder Bay,Africa,Algeria
31/12/2020,Wheat,No.1 CW AD,19.5,Thunder Bay,Africa,Morocco
31/12/2020,Wheat,No.1 CW AD,10.5,St. Lawrence,Western Europe,Italy
31/12/2020,Wheat,No.1 CW AD,27.5,St. Lawrence,Africa,Algeria
31/12/2020,Wheat,No.1 CW AD,35,St. Lawrence,Africa,Morocco
31/12/2020,Wheat,No.1 CW AD,7.3,St. Lawrence,Africa,Nigeria
31/12/2020,Wheat,No.1 CW AD,16,St. Lawrence,Western Hemisphere,Haiti
31/12/2020,Wheat,No.2 CW AD,19.8,Vancouver,Western Hemisphere,Peru
31/12/2020,Wheat,No.2 CW AD,24.6,Prince Rupert,Western Hemisphere,Peru
31/12/2020,Wheat,No.2 CW AD,7.7,Thunder Bay,Western Europe,Portugal
31/12/2020,Wheat,No.2 CW AD,27.5,St. Lawrence,Western Europe,Italy
31/12/2020,Wheat,No.2 CW AD,11,St. Lawrence,Africa,Nigeria
31/12/2020,Wheat,No.2 CW AD,26.1,St. Lawrence,Africa,Tunisia
31/12/2020,Wheat,No.3 CW AD,58.7,Vancouver,Western Europe,Italy
31/12/2020,Wheat,No.3 CW AD,10.3,St. Lawrence,Western Europe,Italy
31/12/2020,Wheat,No.3 CW AD,27,St. Lawrence,Africa,Tunisia
31/12/2020,Wheat,No.3 CW AD,33,St. Lawrence,Asia,Turkey
31/12/2020,Wheat,OTHER,21.8,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Oats,No.1 CW,7.4,Vancouver,Western Hemisphere,Chile
31/12/2020,Oats,No.2 CW,7.2,Vancouver,Western Hemisphere,Peru
31/12/2020,Oats,No.2 CW,27.3,Thunder Bay,Western Hemisphere,United States
31/12/2020,Oats,OTHER,1.8,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Oats,OTHER,98.7,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Oats,OTHER,33,Vancouver,Western Hemisphere,Mexico
31/12/2020,Barley,OTHER,5.1,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Barley,OTHER,276.4,Vancouver,Asia,China P.R.
31/12/2020,Rye,OTHER,8.2,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Flaxseed,No.1 CW,16.2,Vancouver,Asia,China P.R.
31/12/2020,Flaxseed,No.1 CW,19.3,Thunder Bay,Western Europe,Belgium
31/12/2020,Flaxseed,OTHER,0.4,Prairie Elevators,Western Hemisphere,Mexico
31/12/2020,Flaxseed,OTHER,9.8,Prairie Elevators,Western Hemisphere,United States
31/12/2020,Flaxseed,OTHER,4.9,Vancouver,Asia,China P.R.
